vfalter,vfsafe,vfproblem,age,gender,education,brexit_vote,vote2017_dum,nation_weight,pid
Slightly agree,Slightly disagree,Slightly disagree,33,Female,1,2. Leave,Winner,0.557488959,Other
Slightly disagree,Slightly agree,Slightly disagree,55,Female,1,2. Leave,Winner,0.567497543,Conservative
Strongly disagree,Strongly disagree,Neither agree nor disagree,32,Male,2,2. Leave,Winner,0.671004277,Conservative
Slightly agree,Agree,Neither agree nor disagree,19,Female,2,NA,NA,0.593963874,Other
Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,21,Female,1,1. Remain,NA,0.321710208,Other
Slightly disagree,Slightly agree,Neither agree nor disagree,41,Female,3,1. Remain,NA,0.478891695,Other
Strongly disagree,Strongly disagree,Strongly disagree,55,Male,3,2. Leave,Winner,0.901001229,UKIP Brexit
Slightly agree,Slightly disagree,Slightly agree,34,Male,3,2. Leave,Winner,1.152057086,Conservative
Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,28,Female,1,1. Remain,Winner,0.485019141,Conservative
Neither agree nor disagree,Neither agree nor disagree,Slightly disagree,69,Female,2,2. Leave,Winner,0.850668453,Conservative
Disagree,Slightly disagree,Slightly disagree,18,Female,1,NA,NA,0.557997298,Other
Neither agree nor disagree,Slightly agree,Neither agree nor disagree,30,Female,1,2. Leave,Loser,0.52694671,Other
Strongly agree,Strongly disagree,Strongly agree,55,Male,1,2. Leave,Winner,0.874039922,Conservative
Neither agree nor disagree,Slightly agree,Neither agree nor disagree,68,Male,1,2. Leave,Winner,0.749649204,Conservative
Neither agree nor disagree,Slightly disagree,Slightly disagree,39,Female,3,1. Remain,Loser,0.616030733,Other
Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,40,Female,3,1. Remain,Winner,0.588538456,Conservative
Disagree,Agree,Disagree,40,Male,3,1. Remain,Loser,0.858023527,Other
Slightly disagree,Slightly agree,Disagree,18,Male,1,NA,NA,2.633577385,Other
Neither agree nor disagree,Slightly disagree,Slightly agree,19,Female,1,NA,NA,0.53706718,Other
Disagree,Agree,Disagree,69,Male,1,1. Remain,Winner,0.600368816,Conservative
Slightly agree,Slightly disagree,Neither agree nor disagree,30,Male,3,2. Leave,Winner,0.959212917,Conservative
Slightly disagree,Slightly agree,Neither agree nor disagree,18,Female,1,NA,NA,0.536456729,Other
Strongly disagree,Agree,Disagree,47,Male,3,1. Remain,Loser,0.850627911,Other
Neither agree nor disagree,Neither agree nor disagree,Disagree,73,Female,2,1. Remain,Winner,0.564456859,Conservative
Strongly disagree,Strongly agree,Strongly disagree,54,Male,1,2. Leave,Loser,0.803195581,Other
Neither agree nor disagree,Slightly agree,Slightly disagree,25,Female,3,1. Remain,Loser,1.089440096,Other
Slightly agree,Neither agree nor disagree,Neither agree nor disagree,31,Female,2,1. Remain,Winner,0.571065742,Other
Slightly disagree,Slightly agree,Slightly disagree,51,Male,1,NA,Winner,1.245813063,Conservative
Slightly agree,Slightly disagree,Slightly agree,36,Female,2,1. Remain,Loser,0.602305921,Other
Slightly agree,Slightly disagree,Slightly disagree,24,Female,2,1. Remain,Loser,0.451079668,Other
Slightly agree,Neither agree nor disagree,Neither agree nor disagree,20,Female,3,NA,NA,0.507714684,Conservative
Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,37,Male,3,2. Leave,Loser,0.891486754,Other
Disagree,Slightly disagree,Slightly disagree,40,Male,3,1. Remain,NA,0.908312858,Other
Slightly disagree,Neither agree nor disagree,Slightly agree,46,Male,3,2. Leave,NA,1.036052794,Other
Strongly disagree,Strongly agree,Strongly disagree,46,Male,1,2. Leave,Loser,1.017914146,Other
Slightly disagree,Slightly agree,Disagree,34,Male,3,NA,Loser,1.188251069,Other
Slightly agree,Slightly disagree,Slightly agree,32,Male,3,2. Leave,Loser,1.036166481,Other
Disagree,Agree,Disagree,46,Male,2,1. Remain,NA,0.434482462,Other
Disagree,Agree,Disagree,63,Male,1,1. Remain,Loser,0.816800235,Other
Strongly disagree,Strongly agree,Strongly disagree,54,Male,1,2. Leave,Winner,0.797255015,Conservative
Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,39,Male,3,1. Remain,NA,0.807994717,Other
Agree,Strongly disagree,Slightly agree,30,Male,2,2. Leave,NA,0.673391179,Other
Neither agree nor disagree,Slightly agree,Neither agree nor disagree,26,Female,3,1. Remain,Loser,0.681292796,Other
Strongly agree,Strongly disagree,Agree,71,Female,3,2. Leave,Loser,0.746701726,UKIP Brexit
Strongly disagree,Agree,Strongly disagree,33,Male,3,1. Remain,Loser,0.97691075,Other
Neither agree nor disagree,Slightly agree,Neither agree nor disagree,69,Female,2,1. Remain,Winner,0.818491836,Conservative
Strongly agree,Strongly agree,Strongly agree,76,Male,1,2. Leave,Winner,0.726213264,UKIP Brexit
Slightly agree,Neither agree nor disagree,Slightly agree,27,Female,3,NA,NA,0.910401478,Other
Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,31,Female,2,1. Remain,Loser,0.616690573,Other
Disagree,Agree,Disagree,47,Female,2,2. Leave,Winner,0.695196693,Conservative
Slightly agree,Slightly disagree,Neither agree nor disagree,56,Male,2,1. Remain,Loser,0.75420229,Conservative
Neither agree nor disagree,Slightly agree,Slightly agree,39,Male,1,1. Remain,Winner,0.888688054,Other
Slightly disagree,Agree,Slightly disagree,18,Female,2,NA,NA,0.557997298,Other
Slightly disagree,Slightly agree,Slightly disagree,42,Female,3,1. Remain,Loser,0.591875966,Other
Strongly agree,Strongly disagree,Strongly agree,27,Female,3,1. Remain,Loser,0.681292796,Other
Strongly disagree,Strongly agree,Strongly disagree,62,Male,2,1. Remain,Loser,0.776251599,Other
Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,30,Female,2,2. Leave,Loser,1.202615091,Other
Slightly agree,Disagree,Slightly agree,67,Female,1,2. Leave,Winner,0.621521173,Conservative
Strongly agree,Strongly disagree,Strongly agree,47,Male,2,2. Leave,Winner,0.670449967,UKIP Brexit
Agree,Agree,Agree,25,Male,3,1. Remain,Loser,0.97691075,Other
Slightly agree,Slightly agree,Slightly disagree,35,Male,2,NA,NA,2.158519758,Other
Slightly disagree,Slightly agree,Slightly disagree,24,Female,3,1. Remain,Winner,0.457347429,Conservative
Slightly agree,Slightly disagree,Neither agree nor disagree,21,Female,2,NA,NA,0.492725769,Other
Agree,Slightly disagree,Agree,42,Male,1,1. Remain,Loser,0.937303778,Other
Agree,Slightly agree,Disagree,51,Male,3,1. Remain,Loser,0.543006027,Other
Disagree,Slightly agree,Disagree,59,Male,2,2. Leave,Winner,0.849511614,Conservative
Agree,Agree,Agree,58,Female,1,1. Remain,Loser,0.557555629,Other
Agree,Disagree,Slightly agree,42,Male,3,1. Remain,NA,0.630708924,Conservative
Disagree,Agree,Disagree,20,Female,2,NA,Winner,0.593963874,Conservative
Disagree,Neither agree nor disagree,Disagree,60,Male,2,1. Remain,Loser,0.782703748,Other
Disagree,Slightly agree,Slightly disagree,30,Male,3,1. Remain,Winner,1.119199209,Other
Neither agree nor disagree,Slightly agree,Neither agree nor disagree,52,Female,2,2. Leave,Winner,0.748939297,Conservative
Neither agree nor disagree,Disagree,Disagree,46,Female,3,1. Remain,Winner,0.60684089,Conservative
Slightly agree,Neither agree nor disagree,Neither agree nor disagree,55,Male,1,1. Remain,Winner,0.674499675,Conservative
Slightly agree,Neither agree nor disagree,Agree,36,Female,2,1. Remain,Loser,0.539055438,Other
Slightly disagree,Slightly agree,Slightly disagree,77,Female,1,2. Leave,Winner,0.732274979,Conservative
Slightly disagree,Slightly agree,Slightly disagree,28,Female,3,2. Leave,Winner,0.91454359,Conservative
Disagree,Agree,Disagree,37,Male,3,1. Remain,Winner,0.8495843,Conservative
Agree,Slightly disagree,Neither agree nor disagree,37,Male,1,2. Leave,Winner,1.011023789,Other
Neither agree nor disagree,Slightly agree,Neither agree nor disagree,49,Female,2,1. Remain,NA,1.872714029,Other
Disagree,Neither agree nor disagree,Disagree,71,Male,2,1. Remain,Loser,1.600007927,Other
Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,69,Female,2,NA,NA,2.292674911,Other
Slightly agree,Slightly disagree,Slightly agree,63,Male,1,2. Leave,Loser,2.491370868,UKIP Brexit
Neither agree nor disagree,Slightly agree,Neither agree nor disagree,62,Male,1,2. Leave,Winner,0.954167168,Conservative
Strongly disagree,Slightly disagree,Disagree,38,Male,3,2. Leave,Loser,1.83455352,Other
Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,31,Female,3,1. Remain,Winner,0.606151132,Other
Slightly disagree,Neither agree nor disagree,Neither agree nor disagree,25,Male,2,2. Leave,NA,0.78226438,Other
Disagree,Agree,Slightly agree,53,Female,1,1. Remain,Loser,0.499107034,Other
Slightly disagree,Slightly disagree,Disagree,37,Female,1,NA,NA,1.580797649,Other
Strongly agree,Strongly disagree,Strongly agree,43,Male,2,1. Remain,NA,0.414144975,Other
Strongly agree,Strongly disagree,Strongly agree,65,Male,3,2. Leave,Winner,0.677839178,Other
Slightly agree,Neither agree nor disagree,Neither agree nor disagree,60,Female,1,1. Remain,Loser,1.782475082,Other
Neither agree nor disagree,Slightly agree,Neither agree nor disagree,36,Female,2,1. Remain,Loser,0.574572014,Other
Strongly agree,Strongly disagree,Strongly agree,60,Male,2,2. Leave,Loser,0.790429449,UKIP Brexit
Slightly agree,Neither agree nor disagree,Neither agree nor disagree,55,Female,2,2. Leave,Loser,0.684803542,Other
Slightly disagree,Neither agree nor disagree,Neither agree nor disagree,26,Female,1,NA,NA,0.574416824,Other
Disagree,Neither agree nor disagree,Disagree,29,Male,2,2. Leave,Winner,0.829734896,Conservative
Agree,Disagree,Agree,72,Female,1,2. Leave,Loser,0.600832205,UKIP Brexit
Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,40,Female,3,NA,NA,0.910401478,Other
Neither agree nor disagree,Slightly disagree,Slightly agree,43,Female,3,2. Leave,Loser,0.652654165,Other
Slightly disagree,Neither agree nor disagree,Slightly disagree,22,Female,3,1. Remain,Loser,0.50948328,Other
Neither agree nor disagree,Slightly agree,Neither agree nor disagree,33,Female,3,NA,NA,0.864513845,Other
Neither agree nor disagree,Disagree,Slightly agree,32,Female,2,2. Leave,NA,0.5846447,UKIP Brexit
Agree,Slightly disagree,Slightly agree,24,Male,2,1. Remain,Loser,1.863165431,Other
Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,22,Male,2,NA,NA,2.960554259,Other
Disagree,Neither agree nor disagree,Disagree,29,Female,3,1. Remain,NA,0.594418776,Other
Neither agree nor disagree,Slightly agree,Slightly disagree,27,Male,1,NA,NA,1.115978245,UKIP Brexit
Disagree,Agree,Slightly agree,23,Male,3,2. Leave,Winner,1.082544815,Conservative
Neither agree nor disagree,Slightly disagree,Neither agree nor disagree,20,Female,2,NA,Loser,0.53706718,Other
Slightly disagree,Slightly agree,Neither agree nor disagree,21,Female,2,1. Remain,NA,0.350661574,Other
Slightly agree,Neither agree nor disagree,Slightly agree,23,Female,2,1. Remain,Loser,0.437658191,Other
Strongly agree,Strongly agree,Neither agree nor disagree,26,Male,1,NA,NA,1.023840703,Other
Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,48,Male,1,NA,NA,2.817614159,Other
Neither agree nor disagree,Slightly agree,Slightly disagree,18,Female,1,NA,NA,0.633027863,Other
Neither agree nor disagree,Slightly disagree,Neither agree nor disagree,18,Female,1,NA,NA,0.53706718,Other
Disagree,Neither agree nor disagree,Neither agree nor disagree,29,Female,3,1. Remain,NA,0.564457851,Other
Disagree,Agree,Slightly disagree,23,Female,2,1. Remain,Loser,0.395734254,Other
Disagree,Agree,Slightly disagree,28,Female,3,1. Remain,Loser,0.654579082,Other
Slightly disagree,Neither agree nor disagree,Slightly disagree,33,Female,3,1. Remain,Loser,0.681292796,Other
Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,23,Female,2,1. Remain,NA,1.002630221,Other
Neither agree nor disagree,Neither agree nor disagree,Slightly disagree,18,Female,2,NA,NA,0.631225916,Other
Slightly disagree,Slightly agree,Disagree,33,Female,3,2. Leave,NA,0.561758081,Conservative
Agree,Slightly disagree,Neither agree nor disagree,33,Female,3,NA,NA,0.876252907,Other
Disagree,Agree,Slightly disagree,26,Female,3,1. Remain,Loser,0.681292796,Other
Neither agree nor disagree,Agree,Neither agree nor disagree,44,Male,2,2. Leave,NA,0.517121214,Other
Agree,Disagree,Agree,18,Female,1,NA,NA,1.499635882,Other
Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,26,Female,2,2. Leave,NA,0.687144738,Other
Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,26,Female,3,NA,NA,0.910401478,Other
Neither agree nor disagree,Neither agree nor disagree,Slightly agree,23,Female,3,1. Remain,Loser,0.478632298,Other
Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,23,Female,2,NA,Loser,1.957839644,Other
Disagree,Neither agree nor disagree,Slightly disagree,64,Female,1,2. Leave,Winner,0.74844315,Conservative
Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,57,Female,2,2. Leave,Winner,0.990992216,Conservative
Slightly agree,Slightly disagree,Neither agree nor disagree,67,Female,3,1. Remain,Loser,0.609553678,Other
Slightly agree,Slightly disagree,Slightly agree,24,Female,2,NA,Loser,0.670309688,Other
Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,33,Male,3,NA,NA,1.003628287,Conservative
Slightly agree,Neither agree nor disagree,Slightly agree,46,Male,3,2. Leave,Loser,1.832468298,Other
Neither agree nor disagree,Slightly agree,Neither agree nor disagree,62,Male,2,1. Remain,Loser,0.814646297,Other
Disagree,Agree,Disagree,21,Female,2,1. Remain,NA,0.412139639,Other
Slightly agree,Disagree,Slightly agree,31,Male,3,1. Remain,Loser,0.857048265,Other
Neither agree nor disagree,Disagree,Neither agree nor disagree,18,Female,2,NA,NA,0.689995349,Other
Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,18,Female,1,NA,NA,1.499635882,Other
Disagree,Agree,Disagree,28,Male,3,1. Remain,Loser,0.876492503,Other
Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,26,Female,3,1. Remain,Loser,1.874920799,Other
Disagree,Agree,Slightly agree,47,Male,1,1. Remain,NA,0.701312873,Other
Strongly agree,Strongly agree,Strongly agree,19,Male,2,NA,NA,2.733100809,Other
Disagree,Agree,Disagree,38,Male,2,1. Remain,Loser,0.536989323,Other
Agree,Disagree,Agree,54,Male,2,1. Remain,Winner,0.748245572,Other
Agree,Agree,Agree,71,Male,1,2. Leave,Winner,0.636267613,Conservative
Neither agree nor disagree,Neither agree nor disagree,Slightly disagree,22,Male,3,1. Remain,Winner,0.983152098,Conservative
Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,18,Female,2,NA,NA,0.53706718,Other
Slightly agree,Neither agree nor disagree,Neither agree nor disagree,30,Female,3,2. Leave,Winner,0.91454359,Conservative
Disagree,Slightly disagree,Disagree,22,Female,2,1. Remain,Loser,0.433885857,Other
Agree,Slightly disagree,Agree,19,Female,2,NA,NA,0.536456729,Other
Neither agree nor disagree,Neither agree nor disagree,Slightly agree,24,Female,2,2. Leave,Loser,0.596393933,Other
Neither agree nor disagree,Agree,Strongly disagree,33,Female,2,1. Remain,Loser,0.601621318,Other
Slightly agree,Disagree,Slightly agree,75,Male,1,1. Remain,Winner,0.542410133,Conservative
Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,24,Female,3,1. Remain,Loser,0.514042607,Other
Slightly disagree,Agree,Slightly disagree,33,Male,3,1. Remain,Winner,0.877795472,Conservative
Slightly disagree,Slightly disagree,Slightly disagree,36,Male,3,1. Remain,Loser,0.775832161,Other
Disagree,Disagree,Disagree,47,Female,3,2. Leave,Winner,0.739588829,UKIP Brexit
Strongly disagree,Agree,Strongly disagree,63,Male,2,2. Leave,Loser,1.016050116,Other
Slightly agree,Slightly disagree,Slightly agree,25,Female,2,2. Leave,Winner,0.674996658,Other
Slightly agree,Slightly disagree,Slightly agree,20,Female,2,NA,Loser,0.689644847,Other
Slightly disagree,Slightly agree,Slightly disagree,23,Male,2,1. Remain,Loser,2.325703288,Other
Disagree,Agree,Slightly disagree,22,Male,2,1. Remain,Loser,2.002018907,Other
Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,32,Female,2,2. Leave,NA,0.621322109,Other
Slightly disagree,Slightly agree,Neither agree nor disagree,21,Male,3,1. Remain,Winner,1.087306859,Other
Slightly disagree,Disagree,Disagree,21,Male,2,NA,NA,7.922396168,Other
Slightly disagree,Agree,Slightly disagree,21,Female,2,NA,Loser,0.690071063,Other
Slightly agree,Slightly agree,Neither agree nor disagree,20,Female,2,NA,NA,0.631225916,Other
Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,25,Male,3,NA,NA,1.391156204,Other
Strongly disagree,Strongly agree,Strongly disagree,22,Male,3,NA,NA,1.418016972,Other
Disagree,Disagree,Slightly disagree,29,Female,1,NA,Winner,1.811266668,Other
Agree,Disagree,Agree,51,Male,2,2. Leave,Winner,0.878719157,Conservative
Strongly agree,Slightly disagree,Agree,36,Male,2,1. Remain,Loser,0.553946909,Other
Slightly agree,Disagree,Slightly agree,35,Male,1,NA,NA,1.621907207,Other
Neither agree nor disagree,Neither agree nor disagree,Slightly agree,30,Male,2,NA,Winner,0.843238093,Conservative
Disagree,Agree,Disagree,29,Female,3,1. Remain,Loser,1.088201798,Other
