Topic,Question,VariableName,Responses,Year,Type,DisplayOrder
Demographics,"Because of a physical, mental, or emotional condition, do you have serious difficulty concentrating, remembering, or making decisions?",DECIDE,1=Yes 2=No 7=Don’t know/Not Sure 9=Refused,2016,Core Question,49
Adult Asthma History,"During the past 12 months, how many times did you see a doctor, nurse or other health professional for urgent treatment of worsening asthma symptoms?",ASDRVIST,1-87=Number of visits [87 = 87 or more] 88=None 98=Don’t know/Not sure 99=Refused,2016,Module Question,148
Influenza,At what kind of place did you get your last flu shot/vaccine?,IMFVPLAC,"1=A doctor´s office or health maintenance organization (HMO) 2=A health department 3=Another type of clinic or health center (Example: a community health center) 4=A senior, recreation, or community center 5=A store (Examples: supermarket, drug store) 6=A hospital (Example: inpatient) 7=An emergency room 8=Workplace 9=Some other kind of place 10=Received vaccination in Canada/Mexico (Volunteered – Do not read) 11=A school 77=Don’t know / Not sure 99=Refused",2016,Module Question,155
Anxiety and Depression,"Over the last 2 weeks, how many days have you had trouble falling asleep or staying asleep or sleeping too much?",ADSLEEP,1-14=01-14 days 77=Don’t know/Not sure 88=None 99=Refused,2015,Module Question,201
Tobacco Use,"How long has it been since you last smoked a cigarette, even one or two puffs?",LASTSMK2,1=Within the past month (less than 1 month ago) 2=Within the past 3 months (1 month but less than 3 months ago) 3=Within the past 6 months (3 months but less than 6 months ago) 4=Within the past year (6 months but less than 1 year ago) 5=Within the past 5 years (1 year but less than 5 years ago) 6=Within the past 10 years (5 years but less than 10 years ago) 7=10 years or more 8=Never smoked regularly 77=Don’t know/Not sure 99=Refused,2016,Core Question,56
Arthritis Management,Has a doctor or other health professional EVER suggested physical activity or exercise to help your arthritis or joint symptoms?,ARTHEXER,1=Yes 2=No 7=Don´t know/Not Sure 9=Refused,2015,Module Question,151
Diabetes,"About how often do you check your blood for glucose or sugar?  Include times when checked by a family member or friend, but do NOT include times when checked by a health professional.",BLDSUGAR,101-199=Times per day 201-299=Times per week 301-399=Times per month 401-499=Times per year 888=Never 777=Don’t know/Not sure 999=Refused,2016,Module Question,96
Clinical Breast Exam for Breast Cancer Screening,"A clinical breast exam is when a doctor, nurse, or other health professional feels the breast for lumps. Have you ever had a clinical breast exam?",PROFEXAM,1=Yes 2=No 7=Don’t know/Not sure 9=Refused,2015,Module Question,164
Falls,"In the past 12 months, how many times have you fallen?",FALL12MN,1-76=Number of times  [76=76 or more] 88=None 77=Don’t know/Not Sure 99=Refused,2016,Core Question,68
Exercise (Physical Activity),"And when you took part in this activity, for how many minutes or hours did you usually keep at it?",EXERHMM1,1-759=Hours and Minutes 800-959=Hours and Minutes 777=Don’t know/Not sure 999=Refused,2015,Core Question,73
Prostate Cancer Screening,"Has a doctor, nurse, or other health professional EVER recommended that you have a PSA test?",PCPSARE1,1=Yes 2=No 7=Don’t know/Not Sure 9=Refused,2014,Core Question,81
Chronic Health Conditions,"(Ever told) you that you have a depressive disorder, including depression, major depression, dysthymia, or minor depression?",ADDEPEV2,1=Yes 2=No 7=Don’t know/Not sure 9=Refused,2016,Core Question,20
Exercise,"During the past month, other than your regular job, did you participate in any physical activities or exercises such as running, calisthenics, golf, gardening, or walking for exercise?",EXERANY2,1=Yes 2=No 7=Don’t know/Not Sure 9=Refused,2016,Core Question,9
Clinical Breast Exam for Women´s Health,How long has it been since your last breast exam?,LENGEXAM,1=Within the past year (anytime less than 12 months ago) 2=Within the past 2 years (1 year but less than 2 years ago) 3=Within the past 3 years (2 years but less than 3 years ago) 4=Within the past 5 years (3 years but less than 5 years ago) 5=5 or more years ago 7=Don’t know/Not sure 9=Refused,2016,Module Question,174
Immunization,A pneumonia shot or pneumococcal vaccine is usually given only once or twice in a person´s lifetime and is different from the flu shot.  Have you ever had a pneumonia shot?,PNEUVAC3,1=Yes 2=No 7=Don’t know/Not Sure 9=Refused,2015,Core Question,86
Cognitive Decline,"During the past 12 months, have you experienced confusion or memory loss that is happening more often or is getting worse?",CIMEMLOS,1=Yes 2=No 7=Don’t know/Not sure 9=Refused,2015,Module Question,123
Demographics,"Because of a physical, mental, or emotional condition, do you have difficulty doing errands alone such as visiting a doctor’s office or shopping?",DIFFALON,1=Yes 2=No 7=Don’t know/Not Sure 9=Refused,2016,Core Question,52
Seatbelt Use,How often do you use seat belts when you drive or ride in a car? Would you say—,SEATBELT,1=Always 2=Nearly always 3=Sometimes 4=Seldom 5=Never 7=Don’t know/Not sure 8=Never drive or ride in a car 9=Refused,2015,Core Question,82
Chronic Health Conditions,"(Ever told) you have some form of arthritis, rheumatoid arthritis, gout, lupus, or fibromyalgia?",HAVARTH3,1=Yes 2=No 7=Don’t know/Not Sure 9=Refused,2016,Core Question,19
Demographics,What is your age?,AGE,18-24=Age 18 - 24 25-34=Age 25 - 34 35-44=Age 35 - 44 45-54=Age 45 - 54 55-64=Age 55 - 64 65-99=Age 65 or older 7=Don’t know/Not sure 9=Refused,2016,Core Question,27
HIV/AIDS,"Not including blood donations, in what month and year was your last HIV test?",HIVTSTD3,11985-122014=Code month and year 771985-772014=Unknown month and known year 777777=Don’t know/Not sure 999999=Refused,2015,Core Question,88
Adult Asthma History,"During the past 12 months, how many times did you see a doctor, nurse, or other health professional for a routine checkup for your asthma?",ASRCHKUP,1-87=Number of visits [87 = 87 or more] 88=None 98=Don’t know/Not sure 99=Refused,2016,Module Question,149
Pre-Diabetes,Have you ever been told by a doctor or other health professional that you have pre-diabetes or borderline diabetes?,PREDIAB1,"1=Yes 2=Yes, during pregnancy 3=No 7=Don’t know/Not Sure 9=Refused",2015,Module Question,91
Cholesterol Awareness,Blood cholesterol is a fatty substance found in the blood. Have you EVER had your blood cholesterol checked?,BLOODCHO,1=Yes 2=No 7=Don’t know/Not Sure 9=Refused,2015,Core Question,11
Health Status,Would you say that in general your health is:,GENHLTH,1=Excellent 2=Very good 3=Good 4=Fair 5=Poor 7=Don’t know/Not Sure 9=Refused,2015,Core Question,1
Healthy Days (Symptoms),"During the past 30 days, for about how many days did pain make it hard for you to do your usual activities, such as self-care, work, or recreation?",PAINACT2,1-30=Number of days 88=None 77=Don’t know/Not sure 99=Refused,2015,Module Question,101
Breast and Cervical Cancer Screening,A mammogram is an x-ray of each breast to look for breast cancer. Have you ever had a mammogram?,HADMAM,1=Yes 2=No 7=Don’t know/Not sure 9=Refused,2015,Module Question,157
Tobacco Use,"During the past 12 months, have you stopped smoking for one day or longer because you were trying to quit smoking?",STOPSMK2,1=Yes 2=No 7=Don’t know/Not Sure 9=Refused,2015,Core Question,57
Sexual Orientation and Gender Identity,Do you consider yourself to be transgender?,TRNSGNDR,"1=Yes, Transgender, male-to-female 2=Yes, Transgender, female to male 3=Yes, Transgender, gender nonconforming 4=No 7=Don’t know/Not Sure 9=Refused",2015,Module Question,188
Colorectal Cancer Screening,"For a SIGMOIDOSCOPY, a flexible tube is inserted into the rectum to look for problems. A COLONOSCOPY is similar, but uses a longer tube, and you are usually given medication through",HADSGCO1,1=Sigmoidoscopy 2=Colonoscopy 7=Don’t know/Not Sure 9=Refused,2015,Module Question,169
Cognitive Decline,Have you or anyone else discussed your confusion or memory loss with a health care professional?,CDDISCUS,1=Yes 2=No 7=Don’t know/Not Sure 9=Refused,2015,Module Question,128
Cardiovascular Health,Do you take aspirin to relieve pain?,RLIVPAIN,1=Yes 2=No 7=Don’t know/Not Sure 9=Refused,2015,Module Question,146
Cardiovascular Health,Do you take aspirin daily or every other day?,CVDASPRN,1=Yes 2=No 7=Don’t know/Not sure 9=Refused,2015,Module Question,144
Emotional Support and Life Satisfaction,"In general, how satisfied are you with your life?",LSATISFY,1=Very satisfied 2=Satisfied 3=Dissatisfied 4=Very dissatisfied 7=Don’t know/Not sure 9=Refused,2016,Module Question,190
Tobacco Use,"How long has it been since you last smoked a cigarette, even one or two puffs?",LASTSMK2,1=Within the past month (less than 1 month ago) 2=Within the past 3 months (1 month but less than 3 months ago) 3=Within the past 6 months (3 months but less than 6 months ago) 4=Within the past year (6 months but less than 1 year ago) 5=Within the past 5 years (1 year but less than 5 years ago) 6=Within the past 10 years (5 years but less than 10 years ago) 7=10 years or more 8=Never smoked regularly 77=Don’t know/Not sure 99=Refused,2014,Core Question,58
Health Care Access,"Do you have any kind of health care coverage, including health insurance, prepaid plans such as HMOs, or government plans such as Medicare, or Indian Health Service?",HLTHPLN1,1=Yes 2=No 7=Don’t know/Not Sure 9=Refused,2015,Core Question,5
Industry and Occupation,What kind of work do/did you do?,TYPEWORK,HIDDEN=Data not displayed 99=Refused,2015,Module Question,179
Health Care Access,Do you have one person you think of as your personal doctor or health care provider?,PERSDOC2,"1=Yes, only one 2=More than one 3=No 7=Don’t know/Not Sure 9=Refused",2016,Core Question,6
Chronic Health Conditions,(Ever told) you had asthma?,ASTHMA3,1=Yes 2=No 7=Don’t know/Not Sure 9=Refused,2016,Core Question,14
Immunization,During what month and year did you receive your most recent flu shot injected into your arm or flu vaccine that was sprayed in your nose?,FLSHTMY2,12007-122008=Month / Year 777777=Don’t know/Not Sure 999999=Refused,2016,Core Question,65
Demographics,Are you: (marital status),MARITAL,1=Married 2=Divorced 3=Widowed 4=Separated 5=Never married 6=A member of an unmarried couple 9=Refused,2016,Core Question,31
Health Care Access,"How many times have you been to a doctor, nurse, or other health professional in the past 12 months?",DRVISITS,1-76=Number of times 88=None 77=Don’t know/Not Sure 99=Refused,2016,Module Question,114
Cancer Survivorship,Is your pain currently under control?,CSRVCTL1,"1=Yes, with medication (or treatment) 2=Yes, without medication (or treatment) 3=No, with medication (or treatment) 4=No, without medication (or treatment) 7=Don’t know/Not Sure 9=Refused",2016,Module Question,172
Colorectal Cancer Screening,How long has it been since you had your last sigmoidoscopy or colonoscopy?,LASTSIG3,1=Within the past year (anytime less than 12 months ago) 2=Within the past 2 years (1 year but less than 2 years ago) 3=Within the past 3 years (2 years but less than 3 years ago) 4=Within the past 5 years (3 years but less than 5 years ago) 5=Within the past 10 years (5 years but less than 10 years ago) 6=10 or more years ago 7=Don’t know/Not sure 9=Refused,2015,Module Question,170
Arthritis Burden,"During the past 30 days, to what extent has your arthritis or joint symptoms interfered with your normal social activities, such as going shopping, to the movies, or to religious or social gatherings?",ARTHSOCL,1=A lot 2=A little 3=Not at all 7=Don’t know/Not Sure 9=Refused,2015,Core Question,80
Visual Impairment and Access to Eye Care,Have you been told by an eye doctor or other health care professional that you NOW have cataracts?,VICTRCT4,"1=Yes 2=No, I had them removed 3=No 7=Don’t know/Not Sure 8=Not applicable (Blind) 9=Refused",2015,Module Question,120
Oral Health,How long has it been since you last visited a dentist or a dental clinic for any reason?,LASTDEN3,1=Within the past year (anytime less than 12 months ago) 2=Within the past 2 years (1 year but less than 2 years ago) 3=Within the past 5 years (2 years but less than 5 years ago) 4=5 or more years ago 7=Don’t know/Not sure 8=Never 9=Refused,2016,Core Question,24
Cancer Survivorship,"Did any doctor, nurse, or other health professional EVER give you a written summary of all the cancer treatments that you received?",CSRVSUM,1=Yes 2=No 7=Don’t know/Not Sure 9=Refused,2016,Module Question,165
Industry and Occupation,What kind of business or industry do/did you work in?,TYPEINDS,HIDDEN=Data not displayed 99=Refused,2015,Module Question,180
Adult Asthma History,"Symptoms of asthma include cough, wheezing, shortness of breath, chest tightness and phlegm production when you don´t have a cold or respiratory infection. During the past 30 days, how often did you have any symptoms of asthma?",ASYMPTOM,"8=Not at any time 1=Less than once a week 2=Once or twice a week 3=More that 2 times a week, but not every day 4=Every day, but not all the time 5=Every day, all the time 7=Don’t know/Not sure 9=Refused",2016,Module Question,151
